,dr_id,question_1,question_2,label,question_1_processed,question_2_processed,len_question_1,len_question_2,text_len_question_1,text_len_question_2,rus_question_1,rus_question_2
1891,7,What is a good substitute for peanut butter?,I love peanut butter but I am allergic to peanuts. Can you give me a good substiture for peanut butter?,1,good substitute peanut butter,love peanut butter allergic peanut give good substiture peanut butter,44,103,29,69,Как можно заменить арахисовое масло?,"Я люблю арахисовое масло, но у меня аллергия на арахис."
1892,7,"What is the cause and the solution of what seems to be a traveling pocket of gas up and down my back, chest, rib cage with sometimes a griping pain?","I have something, that seems to be a travelling pocket of gas up and back my back, chest, rib cage. It also causes gripping pain sometimes. Can you tell me what can be the cause and how can it be treated?",1,cause solution seem travel pocket gas back chest rib cage sometimes grip pain,something seem travel pocket gas back back chest rib cage cause grip pain sometimes tell cause treat,148,204,77,100,"Какова причина и решение того, что кажется путешествующим карманом газа вверх и вниз по моей спине, грудной клетке, с грудной клеткой, с иногда поглощающей болью?","У меня есть кое-что, что, кажется, это движущийся карман газа вверх и сзади, грудь, грудная клетка, а также иногда вызывает боль."
1893,7,"What is the cause and the solution of what seems to be a traveling pocket of gas up and down my back, chest, rib cage with sometimes a griping pain?","My sister says she has a gas buildup causing gripping pain sometimes, that travels up and down her back, chest, rib cage for last 1 week. Her diet is very unhealthy and she doesn't drink water. She has scoliosis. Do you think both are related?",0,cause solution seem travel pocket gas back chest rib cage sometimes grip pain,sister say gas buildup cause grip pain sometimes travel back chest rib cage last 1 week diet unhealthy drink water scoliosis think relate,148,243,77,137,"Какова причина и решение того, что кажется путешествующим карманом газа вверх и вниз по моей спине, грудной клетке, с грудной клеткой, с иногда поглощающей болью?","Моя сестра говорит, что у неё накопление газа, которое иногда вызывает боль, которая путешествует вверх и вниз по спине, грудной клетке, грудной клетке на протяжении последней недели. Её диета очень нездорова, она не пьет воду. У нее сколиоз. Думаешь, оба связаны?"
1894,7,What is the cause of pubic bone pain?,I am 7 weeks pregnant and I have mild pubic bone pain for last 2 days. Should I be worried? ,0,cause pubic bone pain,7 week pregnant mild pubic bone pain last 2 day worry,37,92,21,53,В чем причина боли лобковой кости?,"Я беременна 7 недель, и у меня лёгкая лобковая боль в течение последних 2 дней."
1895,7,What is the cause of pubic bone pain?,I have pubic bone pain for last 3 days and it has been getting worse. My period ended yesterday. What could be the cause?,1,cause pubic bone pain,pubic bone pain last 3 day get bad period end yesterday could cause,37,121,21,67,В чем причина боли лобковой кости?,"У меня болит лобковая кость последние 3 дня, и все ухудшается."
1896,7,What is the difference between Refractory Chronic Migraines and Transformed Migraines? With CM do I need a headache specialist for general nuero?,"I was diagnosed with chronic migraine in my childhood and there hasn't been any episode for last 2-3 years. I experienced severe headache last night and I am wondering if it is due to refractory chronic migraine or transformed migraine. Can you help me with the differences between these two types of migraine? Also, should I consult a headache specialist or general neurologist with my chronic migraine?",1,difference refractory chronic migraine transform migraine cm need headache specialist general nuero,diagnose chronic migraine childhood episode last 2-3 year experience severe headache last night wonder due refractory chronic migraine transform migraine help difference two type migraine consult headache specialist general neurologist chronic migraine,145,404,99,252,Какая разница между Хроническими Мигрейнами Рефрактора и трансформированными Мигрейнами?,"У меня в детстве диагностировали хроническую мигрень, и не было никаких эпизодов за последние 2-3 года."
1897,7,What is the difference between Refractory Chronic Migraines and Transformed Migraines? With CM do I need a headache specialist for general nuero?,"My friend was diagnosed with transformed migraine recently by her headache specialist. She believes she has refractory chronic migraine, can you tell me what are the chances for refractory chronic migraine to become transformed migraine, if any?",0,difference refractory chronic migraine transform migraine cm need headache specialist general nuero,friend diagnose transformed migraine recently headache specialist believe refractory chronic migraine tell chance refractory chronic migraine become transform migraine,145,245,99,167,Какая разница между Хроническими Мигрейнами Рефрактора и трансформированными Мигрейнами?,"У моей подруги недавно был диагностирован перевооруженный мигрень, и она считает, что у неё рефракторная хроническая мигрень, вы можете сказать мне, каковы шансы, что рефракторная хроническая мигрень перерастет в мигрень, если она вообще есть?"
1898,7,What is the procedure involved with open heart surgery?,I underwent an open heart surgery last month. I used to work out for an hour before the surgery as a part of my routine. Can I resume my workouts now?,0,procedure involve open heart surgery,underwent open heart surgery last month use work hour surgery part routine resume workout,55,150,36,89,Какова процедура операции на открытом сердце?,"В прошлом месяце мне делали операцию на открытом сердце, я тренировался за час до операции, как часть моего рутина."
1899,7,What is the procedure involved with open heart surgery?,My aunt is scheduled for an open heart surgery for insertion of a pacemaker. Can you provide a little information on what exactly the procedure of this surgery would be? ,1,procedure involve open heart surgery,aunt schedule open heart surgery insertion pacemaker provide little information exactly procedure surgery would,55,170,36,111,Какова процедура операции на открытом сердце?,Моя тётя планирует операцию на открытом сердце для введения кардиостимулятора.
1900,7,What is the reason for fluid coming out right after intercourse?,I had intercourse recently and I notice vaginal discharge immediately after intercourse. What could it be?,1,reason fluid come right intercourse,intercourse recently notice vaginal discharge immediately intercourse could,64,106,35,75,Какова причина поступления жидкости сразу после полового акта?,"Я недавно поступила в половую связь и заметила, что вагинальное увольнение сразу же после полового акта."
1901,7,What is the reason for fluid coming out right after intercourse?,We have been trying to conceive and I notice fluid leak immediately after intercourse. Would that be the semen and would it decrease my chances of pregnancy?,0,reason fluid come right intercourse,try conceive notice fluid leak immediately intercourse would semen would decrease chance pregnancy,64,157,35,98,Какова причина поступления жидкости сразу после полового акта?,Мы пытались зачать и я заметила утечку жидкости сразу же после полового акта.
1902,7,What makes a dentist different from an oral surgeon?,I got my wisdom tooth removed by an oral surgeon yesterday as referred by my dentist. What type of foods should I eat and for how long? ,0,make dentist different oral surgeon,get wisdom tooth remove oral surgeon yesterday refer dentist type food eat long,52,136,35,79,Что отличает стоматолога от хирурга?,"Вчера меня удалил зуб мудрости хирургом, как сказал мой дантист."
1903,7,What makes a dentist different from an oral surgeon?,I have impacted tooth and my dentist referred me to an oral surgeon. Aren't they both the same? What is the difference between a dentist and an oral surgeon?,1,make dentist different oral surgeon,impact tooth dentist refer oral surgeon difference dentist oral surgeon,52,157,35,71,Что отличает стоматолога от хирурга?,"Я повредил зуб, и мой дантист отправил меня к хирургу-оральному."
1904,7,What might cause a lot of pain in the fleshy part of my hand below the thumb?,I got injured today over the fleshy part of hand below thumb while playing volleyball. I applied ice packs for a while. It caused numbness and I am not able to feel that area nor move my thumb. Did I make it worse? What should I do?,0,might cause lot pain fleshy part hand thumb,get injure today fleshy part hand thumb play volleyball apply ice pack cause numbness able feel area move thumb make bad,77,232,43,120,Что может вызвать много боли в мясистой части моей руки под большим пальцем?,"Сегодня я получил травму из-за мясистой части руки под большим пальцем, когда играл в волейбол, на какое-то время наносил ледяные пакеты, вызывал онемение и не мог почувствовать эту область и двигать большим пальцем."
1905,7,What might cause a lot of pain in the fleshy part of my hand below the thumb?,The fleshy part of my hand below thumb hurts a lot. I didn't get injured anytime in the recent past. What could be the cause of my pain?,1,might cause lot pain fleshy part hand thumb,fleshy part hand thumb hurt lot get injured anytime recent past could cause pain,77,136,43,80,Что может вызвать много боли в мясистой части моей руки под большим пальцем?,Мясистая часть моей руки под большим пальцем сильно болит. что может быть причиной моей боли?
1906,7,What muscles contribute to lower back pain?,"I have lower back ache for last few months, that has been getting worse lately. This started when I started working out. I want to understand what muscles attribute to lower back ache so that I can avoid workouts causing strain of these muscles. Can you help me with this?",1,muscle contribute low back pain,low back ache last month get worse lately start start work want understand muscle attribute low back ache avoid workouts cause strain muscle help,43,272,31,145,Какие мышцы способствуют опущению боли в спине?,"У меня болит спина в последние несколько месяцев, что в последнее время ухудшается. Это началось, когда я начал тренироваться. Я хочу понять, какие мышцы приписывают понижательной боли спины, чтобы избежать тренировок, вызывающих напряжение этих мышц. Можешь помочь мне с этим?"
1907,7,What muscles contribute to lower back pain?,I lifted heavy weights 2 days ago. I have been expeirencing severe lower back ache ever since. I believe I may have strained my lower back muscles but I am worried it may have caused disc bulge in my lower spine. What could be the chances?,0,muscle contribute low back pain,lift heavy weight 2 day ago expeirencing severe low back ache ever since believe may strain low back muscle worry may cause disc bulge low spine could chance,43,239,31,157,Какие мышцы способствуют опущению боли в спине?,"Я поднял тяжелый груз 2 дня назад, и с тех пор у меня сильно болит нижняя спина, я верю, что я могла натянуть нижнюю часть спинной мышцы, но я боюсь, что это могло вызвать выпуклую выпуклость диска в нижнем позвоночнике."
1908,7,What quantity of lortab 10mg equal 15mg oxycodone?,I took two pills of lortab 10mg 4 hours ago. I forgot about that and I took a pill of oxycodone 15mg a couple of minutes for my severe headache. Do they interact with each other? Will I be okay?,0,quantity lortab equal oxycodone,take two pill lortab 4 hour ago forget take pill oxycodone couple minute severe headache interact okay,50,194,31,102,Какое количество гравитационного 10 мг равно 15мг оксикодона?,Я приняла две таблетки от грузовика 10 мг 4 часа назад я забыла об этом и приняла таблетку оксикодона 15 мг на пару минут от моей сильной головной боли они взаимодействуют друг с другом?
1909,7,What quantity of lortab 10mg equal 15mg oxycodone?,I was prescribed oxycodone 15mg by my doctor for my post surgical pain. But we have lortab 10mg at home. Can you tell me intake of how many pills of lortab 10mg causes similar effect and pain relief as oxycodone 15mg does?,1,quantity lortab equal oxycodone,prescribe oxycodone doctor post surgical pain lortab home tell intake many pill lortab cause similar effect pain relief oxycodone,50,222,31,129,Какое количество гравитационного 10 мг равно 15мг оксикодона?,"Доктор прописал мне оксикодон 15 мг от моей послеоперационной боли, но у нас дома 10мг грузовика."
1910,7,What questions should I be asking when looking for a pain management doctor for my 85-year-old father who has severe back pain? (history of surgeries),My 85 year old father has scoliosis and he underwent multiple surgeries in the past but the back ache is still severe. His pain management doctor gave medications but we are worried the NSAIDs may affect his kidney and liver. Is there any other solution for this?,0,question ask look pain management doctor 85-year-old father severe back pain history surgery,85 year old father scoliosis underwent multiple surgery past back ache still severe pain management doctor give medication worried nsaid may affect kidney liver solution,150,263,92,169,"Какие вопросы мне следует задавать, когда я ищу доктора по обезболиванию для моего 85-летнего отца, у которого сильная боль в спине?","У моего 85-летнего отца сколиоз, и он перенес много операций в прошлом, но спина все еще болит."
1911,7,What questions should I be asking when looking for a pain management doctor for my 85-year-old father who has severe back pain? (history of surgeries),My 85 year old father has severe lower back ache. He underwent multiple surgeries in the past. What questions should I be asking when I am looking for a pain management doctor?,1,question ask look pain management doctor 85-year-old father severe back pain history surgery,85 year old father severe low back ache underwent multiple surgery past question ask look pain management doctor,150,176,92,112,"Какие вопросы мне следует задавать, когда я ищу доктора по обезболиванию для моего 85-летнего отца, у которого сильная боль в спине?","У моего 85-летнего отца болит нижняя спина, он перенес много операций в прошлом, какие вопросы я должен задавать, когда ищу доктора по лечению боли?"
1912,7,What to do about depression of seeing spirits and just being upset overall?,I can see spirits and I get upset easily. I was diagnosed with depression and I am taking medications regularly. Does it last for the rest of my life?,0,depression see spirit upset overall,see spirit get upset easily diagnose depression take medication regularly last rest life,75,150,35,88,"Что делать с депрессией, когда видишь духов и просто расстраиваешься в целом?","Я могу видеть духов и легко расстраиваюсь, у меня диагностировали депрессию и я регулярно принимаю лекарства."
1913,7,What to do about depression of seeing spirits and just being upset overall?,I see spirits and I get depressed about it. I also get upset easily without reason and this is affecting my daily routine and career. What can I do to find some relief?,1,depression see spirit upset overall,see spirit get depressed get upset easily without reason affect daily routine career find relief,75,168,35,96,"Что делать с депрессией, когда видишь духов и просто расстраиваешься в целом?","Я вижу духов, и я в депрессии из-за этого, я также легко расстраиваюсь без причины, и это влияет на мою повседневную жизнь и карьеру."
1914,7,When do i ovulate if my last period was last month on the 28th and i have a 31 day cycle ?,I am trying to conceive and I want to know when I would be ovulating exactly. I got my last period on 28th of last month and my cycles are of 31 days. Can you help me calculate my ovulation date?,1,ovulate last period last month 31 day cycle,try conceive want know would ovulate exactly get last period last month cycle 31 day help calculate ovulation date,90,195,43,114,"Когда я овуляю, если мой последний период был в прошлом месяце 28-го и у меня 31-дневный цикл?","Я пытаюсь зачать, и я хочу знать, когда именно я буду овуляцией."
1915,7,When do i ovulate if my last period was last month on the 28th and i have a 31 day cycle ?,I had unprotected intercourse during on my ovulation day according to my period tracker. My last period date was 28th of last month and my cycles are of 31 days. What are my chances of pregnancy?,0,ovulate last period last month 31 day cycle,unprotected intercourse ovulation day accord period tracker last period date last month cycle 31 day chance pregnancy,90,195,43,117,"Когда я овуляю, если мой последний период был в прошлом месяце 28-го и у меня 31-дневный цикл?","В день овуляции у меня был незащищенный поступок, согласно моему смотрящему на месячный период, мой последний месячный период был 28, а цикл 31 день. Каковы мои шансы на беременность?"
1916,7,Where can I find a good natural gout treatment?,"I have gout and I don't want to take medications. I prefer natural treatment, can you help me with a resource on it?",1,find good natural gout treatment,gout want take medication prefer natural treatment help resource,47,116,32,64,Где я могу найти хорошее естественное лечение?,"Я предпочитаю естественную терапию, можешь помочь мне с ресурсами?"
1917,7,Where can I find a good natural gout treatment?,"My aunt has gout and she tried natural treatment which didn't help. She realized that but she says she doesn't want to take medications. Is there any treatment option, that she can try apart from medications?",0,find good natural gout treatment,aunt gout try natural treatment help realize say want take medication treatment option try apart medication,47,208,32,107,Где я могу найти хорошее естественное лечение?,"У моей тёти есть дурь, и она попробовала естественное лечение, которое не помогло, но она говорит, что не хочет принимать лекарства."
1918,7,Which brand of natural progesterone cream is most suitable for a girl with pcos?,I was recently diagnosed with PCOS and my friend said progesterone cream usually helps but I wonder what its role is in the treatment of PCOS. I am sorry if this sounds dumb but can you help me understand this?,0,brand natural progesterone cream suitable girl pcos,recently diagnose pcos friend say progesterone cream usually help wonder role treatment pcos sorry sound dumb help understand,80,210,51,125,Какая марка натурального прогестерона наиболее подходит для девушки с порно?,"Мне недавно поставили диагноз PCOS, и мой друг сказал, что крем прогестерона обычно помогает, но мне интересно, какова его роль в лечении PCOS. Простите, если это звучит глупо, но вы можете помочь мне понять это?"
1919,7,Which brand of natural progesterone cream is most suitable for a girl with pcos?,My sister has PCOS. We were wondering which brand of natural progesterone would be most suitable. Any suggestions?,1,brand natural progesterone cream suitable girl pcos,sister pcos wonder brand natural progesterone would suitable suggestion,80,114,51,71,Какая марка натурального прогестерона наиболее подходит для девушки с порно?,"У моей сестры есть PCOS. Мы хотели бы знать, какой вид естественного прогестерона был бы наиболее подходящим. Есть предложения?"
1920,7,"Why am I having acute post-abortion abdominal pain 3 months after surgical procedure? I can't talk, walk, lift, stand, or even wear underwear too much?","I have acute severe pain abdomen today causing difficulty in walking, talking, lifting, standing for long. I should mention that I underwent surgical abortion 3 months ago. Is this pain related to the abortion?",1,acute post-abortion abdominal pain 3 month surgical procedure talk walk lift stand even wear underwear much,acute severe pain abdomen today cause difficulty walk talk lift stand long mention underwent surgical abortion 3 month ago pain related abortion,151,210,107,144,Почему у меня острая боль в животе после аборта через 3 месяца после операции?,"У меня острый брюшной полости, что вызывает трудности в ходьбе, разговоре, подъеме, стоянии надолго, я должен упомянуть, что я сделал хирургический аборт 3 месяца назад."
1921,7,"Why am I having acute post-abortion abdominal pain 3 months after surgical procedure? I can't talk, walk, lift, stand, or even wear underwear too much?","My sister has acute pain abdomen, that is severe causing difficulty in walking, standing, talking, lifting today. She underwent surgical abortion 3 months ago. What can she do for relief?",0,acute post-abortion abdominal pain 3 month surgical procedure talk walk lift stand even wear underwear much,sister acute pain abdomen severe cause difficulty walk stand talk lift today underwent surgical abortion 3 month ago relief,151,187,107,123,Почему у меня острая боль в животе после аборта через 3 месяца после операции?,"У моей сестры острый брюшной полости, что сильно затрудняет ходьбу, стоя, разговоры, подъем. 3 месяца назад она сделала хирургический аборт."
1922,7,Why do i feel pain on my left arm?,I have left arm pain with bleeding since yesterday. I got injured while playing and someone hit me by accident on my arm yesterday. What can I do for relief? Can you also give me a few tips for faster healing of my wound?,0,feel pain leave arm,left arm pain bleeding since yesterday get injured play someone hit accident arm yesterday relief give tip faster heal wound,34,221,19,124,Почему я чувствую боль на левой руке?,"С вчерашнего дня я оставила боль в руке от кровотечения, во время игры меня ранили, и вчера кто-то случайно ударил меня по руке, что я могу сделать для облегчения?"
1923,7,Why do i feel pain on my left arm?,I have severe left arm pain. I am worried it could be heart attack. Can you tell me what could be the cause?,1,feel pain leave arm,severe leave arm pain worry could heart attack tell could cause,34,108,19,63,Почему я чувствую боль на левой руке?,"У меня сильная боль в левой руке, я боюсь, что это может быть сердечный приступ."
1924,8,"16, never had intercourse, no STDs known, vaginal irritation, sometimes pain, not much pain with urination, irritation through the entire day.","I am 16 year old, a virgin, no STDs. I have vaginal irritation all through the day, occasional pain, not much of pain while passing urine.   ",1,16 never intercourse std know vaginal irritation sometimes pain much pain urination irritation entire day,16 year old virgin stds vaginal irritation day occasional pain much pain passing urine,142,141,105,86,"16, никогда не было половых связей, не было известно ЗППП, вагинальное раздражение, иногда боль, не много боли от мочеиспускания, раздражение в течение всего дня.","Мне 16 лет, девственница, нет ЗППП, у меня влагалище раздражает весь день, время от времени боль, не так много боли, когда я хожу по мочи."
1925,8,"16, never had intercourse, no STDs known, vaginal irritation, sometimes pain, not much pain with urination, irritation through the entire day.",I am a virgin and never had an intercourse. Can I get STDS?,0,16 never intercourse std know vaginal irritation sometimes pain much pain urination irritation entire day,virgin never intercourse get std,142,59,105,32,"16, никогда не было половых связей, не было известно ЗППП, вагинальное раздражение, иногда боль, не много боли от мочеиспускания, раздражение в течение всего дня.",Я девственница и никогда не занималась сексом.
1926,8,"1 day missed period and vaginal area is dry, why?",I am late for my period by one day and have vaginal dryness. Do you have any ideas why?,1,1 day miss period vaginal area dry,late period one day vaginal dryness idea,49,87,34,40,"Один день пропущенный период и вагинальная зона сухая, почему?",Я опаздываю на месячные на один день и у меня вагинальная сухость.
1927,8,"1 day missed period and vaginal area is dry, why?",What are the causes of vaginal dryness?,0,1 day miss period vaginal area dry,cause vaginal dryness,49,39,34,21,"Один день пропущенный период и вагинальная зона сухая, почему?",Каковы причины вагинальной сухости?
1928,8,"1st mth off of birth cont. I got my 'real' period, lasted about 6 days, today's day 9 & i'm lightly spotting (just 1x a day) for the past 2 days-odd?",I got my first full blown period after getting off birth control last month. It lasted for 6 days and I am still bleeding light for the last 2 days. Is that normal?,1,mth birth cont get real period last 6 day today day 9 lightly spot day past 2 days-odd,get first full blown period get birth control last month last 6 day still bleed light last 2 day normal,149,164,86,103,"У меня ""реальный"" период, длился около 6 дней, сегодня 9-й день и я легко различаю (только 1x в день) последние 2 дня?","У меня первый полный перерыв после того, как я вышел из контроля над рождаемостью в прошлом месяце, он длился 6 дней, и я все еще истекаю светом последние 2 дня."
1929,8,"1st mth off of birth cont. I got my 'real' period, lasted about 6 days, today's day 9 & i'm lightly spotting (just 1x a day) for the past 2 days-odd?",When shall I expect my first period after getting off birth control?,0,mth birth cont get real period last 6 day today day 9 lightly spot day past 2 days-odd,shall expect first period get birth control,149,68,86,43,"У меня ""реальный"" период, длился около 6 дней, сегодня 9-й день и я легко различаю (только 1x в день) последние 2 дня?","Когда я буду ждать своего первого периода после того, как я отключусь от противозачаточных?"
1930,8,"2 days past ovulation  had sex 3 times but started following symptoms cramping slight nausea more bowel movements, fatigue, gas - can I be preg?","Does it mean I am pregnant if I have symptoms like cramps, slight nausea, gas, tiredness? I had sex thrice two days after ovulation.",1,2 day past ovulation sex 3 time start follow symptom cramp slight nausea bowel movement fatigue gas - preg,mean pregnant symptom like cramp slight nausea gas tiredness sex thrice two day ovulation,144,132,106,89,"За 2 дня до овуляции был секс 3 раза, но начал следовать симптомам, которые слегка тошнотворили больше движений кишечника, усталости, газа - могу я быть готов?","Значит ли это, что я беременна, если у меня есть симптомы, такие как спазмы, небольшая тошнота, газ, усталость?"
1931,8,"2 days past ovulation  had sex 3 times but started following symptoms cramping slight nausea more bowel movements, fatigue, gas - can I be preg?","Does ovulation make you feel fatigued, nauseous, bloated or gives cramping?",0,2 day past ovulation sex 3 time start follow symptom cramp slight nausea bowel movement fatigue gas - preg,ovulation make feel fatigue nauseous bloat give cramp,144,75,106,53,"За 2 дня до овуляции был секс 3 раза, но начал следовать симптомам, которые слегка тошнотворили больше движений кишечника, усталости, газа - могу я быть готов?","Овуляция заставляет тебя чувствовать усталость, тошноту, раздутость или ломается?"
1932,8,Am taking Duphaston day 11 to day 25 when do expect my period?,What are the side effects of Duphaston?,0,take duphaston day 11 day 25 expect period,side effect duphaston,62,39,42,21,"Считаете ли вы, что Дюфастон отбывает день с 11 до 25, когда у меня будут месячные?",Каковы побочные эффекты Дюфастона?
1933,8,Am taking Duphaston day 11 to day 25 when do expect my period?,When shall I expect my period if I am taking Duphaston from Day 11th to Day 25th?,1,take duphaston day 11 day 25 expect period,shall expect period take duphaston day day,62,81,42,42,"Считаете ли вы, что Дюфастон отбывает день с 11 до 25, когда у меня будут месячные?","Когда я буду ждать месячных, если я возьму Дюфастон с 11-го дня до 25-го дня?"
1934,8,"B12:145 ng/L Range 130-800ng/L Result statesJust in Range Have a Few Sympt, Neuroligist says not low but GP started loading dose 6 injections? Ideas",My tests results are as follows : B12:145 ng/L Range 130-800ng/L. My GP started loading dose of 6 shots but was told it is not low by neurologist. I don't have much symptoms. What shall I do?,1,145 ng range 130-800ng result statesjust range sympt neuroligist say low gp start load dose 6 injection idea,test result follow 145 ng range 130-800ng gp start load dose 6 shot tell low neurologist much symptom shall,148,191,108,107,"В12:145 нг/л дальность 130-800нг/л Результат: ""Просто в хронометре иметь немного Симпта, нейролигист говорит, что не низкий, но GP начал загружать 6 инъекций? Идеи","Результаты моих тестов следующие: B12: 145 нг/л дальность 130-800 нг/л. Мой GP начал загрузку дозы 6 выстрелов, но мне сказали, что она не низка неврологом. У меня нет много симптомов. Что мне делать?"
1935,8,"B12:145 ng/L Range 130-800ng/L Result statesJust in Range Have a Few Sympt, Neuroligist says not low but GP started loading dose 6 injections? Ideas",What is the average normal range of B 12 for women?,0,145 ng range 130-800ng result statesjust range sympt neuroligist say low gp start load dose 6 injection idea,average normal range b 12 woman,148,51,108,31,"В12:145 нг/л дальность 130-800нг/л Результат: ""Просто в хронометре иметь немного Симпта, нейролигист говорит, что не низкий, но GP начал загружать 6 инъекций? Идеи",Какова средняя нормативная величина В12 для женщин?
1936,8,Been prescribed steroid nasal spray for post nasal drip. Symptoms are very uncomfortable is there something different I can do? How important is it?,How long can I continue to use steroid nasal spray for post nasal drip?,0,prescribe steroid nasal spray post nasal drip symptom uncomfortable something different important,long continue use steroid nasal spray post nasal drip,148,71,97,53,"Симптомы очень неудобны, я могу сделать что-то другое?",Как долго я могу продолжать использовать стероидный носовой спрей для постнозаврального капельницы?
1937,8,Been prescribed steroid nasal spray for post nasal drip. Symptoms are very uncomfortable is there something different I can do? How important is it?,Steroid nasal spray has not helped with post nasal drip. Do you have any other recommendations?,1,prescribe steroid nasal spray post nasal drip symptom uncomfortable something different important,steroid nasal spray help post nasal drip recommendation,148,95,97,55,"Симптомы очень неудобны, я могу сделать что-то другое?",У вас есть другие рекомендации?
1938,8,"Been sick for over a week with a dry/wet cough, very runny nose, and no apparent fever. OTC cold medicine has not worked, and I'm currently on antibiotics to treat a UTI (Bactrim I believe). I'm pretty sure this is more than just a cold, seeing how nothin",Can antibiotics for UTI (bactrim) treat my cough and congestion?,0,sick week dry wet cough runny nose apparent fever otc cold medicine work currently antibiotic treat uti bactrim believe pretty sure cold seeing nothin,antibiotic uti bactrim treat cough congestion,255,64,150,45,"Я более недели болел сухим/влажным кашлем, очень тонким носом, и никакой видимой лихорадки.",Могут ли антибиотики для UTI (бактрим) вылечить мой кашель и заторы?
1939,8,"Been sick for over a week with a dry/wet cough, very runny nose, and no apparent fever. OTC cold medicine has not worked, and I'm currently on antibiotics to treat a UTI (Bactrim I believe). I'm pretty sure this is more than just a cold, seeing how nothin","These are my symptoms for the last more than a week....productive cough, runny nose, no fever. OTC cold medications have not helped. I am also on antibiotics (bactrim) for UTI. I think it is not a common cold. ",1,sick week dry wet cough runny nose apparent fever otc cold medicine work currently antibiotic treat uti bactrim believe pretty sure cold seeing nothin,symptom last week productive cough runny nose fever otc cold medication help antibiotic bactrim uti think common cold,255,210,150,117,"Я более недели болел сухим/влажным кашлем, очень тонким носом, и никакой видимой лихорадки.","Это мои симптомы за последние более чем неделю... продуктивный кашель, скучный нос, никакой лихорадки. Лекарства от ОТК не помогли. Я также на антибиотиках (бактримах) для UTI. Я думаю, что это не обычная простуда."
1940,8,Can being animec cause your period to last longer?,Does anemia have any effects on cycle length? Because I have long period this time.,1,animec cause period last longer,anemia effect cycle length long period time,50,83,31,43,"Может ли быть анимека причиной того, что ваши месячные продолжаются дольше?",Анемия влияет на продолжительность цикла?
1941,8,Can being animec cause your period to last longer?,Do heavy period make you anemic?,0,animec cause period last longer,heavy period make anemic,50,32,31,24,"Может ли быть анимека причиной того, что ваши месячные продолжаются дольше?",Тяжелые месячные делают тебя анемичным?
1942,8,Can cyclical vomiting syndrome cause miscarriages?,Am I at risk of a miscarriage with cyclical vomiting?,1,cyclical vomit syndrome cause miscarriage,risk miscarriage cyclical vomiting,50,53,41,34,Может ли циклический синдром рвоты вызвать выкидыши?,"Я что, под угрозой выкидыша с циклической рвотой?"
1943,8,Can cyclical vomiting syndrome cause miscarriages?,What is cyclical vomiting?,0,cyclical vomit syndrome cause miscarriage,cyclical vomiting,50,26,41,17,Может ли циклический синдром рвоты вызвать выкидыши?,Что такое циклическая рвота?
1944,8,Can having a shaved penis alter sex performance?,Can shaving penis give painful bumps?,0,shave penis alter sex performance,shave penis give painful bump,48,37,33,29,Может ли бритый пенис изменить секс-деятельность?,Может ли бритый пенис дать болезненные удары?
1945,8,Can having a shaved penis alter sex performance?,I am in a habit of shaving genital region. Can shaving my penis have any effects on sex life?,1,shave penis alter sex performance,habit shave genital region shave penis effect sex life,48,93,33,54,Может ли бритый пенис изменить секс-деятельность?,У меня привычка брить гениталии.
1946,8,Can i get high liver enzymes due to prostatitis or scar tissue in the urinary tract due to past STD trauma?,How do I know if I have STDs?,0,get high liver enzyme due prostatitis scar tissue urinary tract due past std trauma,know std,107,29,83,8,"Могу я получить высокие ферменты печени из-за простатита или рубцовой ткани в мочеводном тракте из-за травм, полученных в результате ЗППП?","Откуда мне знать, есть ли у меня ЗППП?"
1947,8,Can i get high liver enzymes due to prostatitis or scar tissue in the urinary tract due to past STD trauma?,I have a history of STDs. Can it give me elevated live enzymes from possible prostatitis or scarring of the urinary tract?,1,get high liver enzyme due prostatitis scar tissue urinary tract due past std trauma,history std give elevate live enzyme possible prostatitis scar urinary tract,107,122,83,76,"Могу я получить высокие ферменты печени из-за простатита или рубцовой ткани в мочеводном тракте из-за травм, полученных в результате ЗППП?","У меня есть история ЗППП, может ли это дать мне повышенные живые ферменты от возможного простатита или шрамов мочевого тракта?"
1948,8,Can i have sex while taking cyclogest (progesterone)?,How will cyclogest help me?,0,sex take cyclogest progesterone,cyclogest help,53,27,31,14,"Можно я займусь сексом, когда буду принимать циклогест (прогестерон)?",Как циклогест поможет мне?
1949,8,Can i have sex while taking cyclogest (progesterone)?,Is it okay to have intercourse while on cyclogest (progesterone)?,1,sex take cyclogest progesterone,okay intercourse cyclogest progesterone,53,65,31,39,"Можно я займусь сексом, когда буду принимать циклогест (прогестерон)?",Можно ли вступать в половую связь на циклогесте (прогестерон)?
1950,8,Can obesity cause bilateral pitting edema? And how to get rid of it?,Can you please explain what is pitting edema?,0,obesity cause bilateral pit edema get rid,please explain pitting edema,68,45,41,28,Может ли ожирение вызвать двусторонний отёк?,"Не могли бы вы объяснить, что такое отёк?"
1951,8,Can obesity cause bilateral pitting edema? And how to get rid of it?,Is it possible to get pitting edema on both sides because of being obese? How can it be treated?,1,obesity cause bilateral pit edema get rid,possible get pit edema side obese treat,68,96,41,39,Может ли ожирение вызвать двусторонний отёк?,Можно ли получить отёк с обеих сторон из-за ожирения?
